gironi:giornata:partita:squadra 1:squadra 2
A:1:1:Green House:Retroguardia Trash
A:1:2:Armata Brancaleone:(riposo)
A:2:1:Green House:Armata Brancaleone
A:2:2:Retroguardia Trash:(riposo)
A:3:1:Green House:(riposo)
A:3:2:Retroguardia Trash:Armata Brancaleone
B:1:1:D Euforiche:La threesome
B:1:2:Gli scrittori del quartierino:the 3 BrOthers
B:2:1:D Euforiche:Gli scrittori del quartierino
B:2:2:La threesome:the 3 BrOthers
B:3:1:D Euforiche:the 3 BrOthers
B:3:2:La threesome:Gli scrittori del quartierino
C:1:1:Living Stones:I Bananari
C:1:2:Le TreMende:(riposo)
C:2:1:Living Stones:Le TreMende
C:2:2:I Bananari:(riposo)
C:3:1:Living Stones:(riposo)
C:3:2:I Bananari:Le TreMende
