gironi:giornata:partita:squadra 1:squadra 2
A:1:1:D Euforiche:La threesome
A:1:2:Gli scrittori del quartierino:the 3 BrOthers
A:2:1:D Euforiche:Gli scrittori del quartierino
A:2:2:La threesome:the 3 BrOthers
A:3:1:D Euforiche:the 3 BrOthers
A:3:2:La threesome:Gli scrittori del quartierino
B:1:1:Living Stones:I Bananari
B:1:2:Armata Brancaleone:(riposo)
B:2:1:Living Stones:Armata Brancaleone
B:2:2:I Bananari:(riposo)
B:3:1:Living Stones:(riposo)
B:3:2:I Bananari:Armata Brancaleone
C:1:1:Green House:Retroguardia Trash
C:1:2:Le TreMende:(riposo)
C:2:1:Green House:Le TreMende
C:2:2:Retroguardia Trash:(riposo)
C:3:1:Green House:(riposo)
C:3:2:Retroguardia Trash:Le TreMende
