gironi:giornata:partita:squadra 1:squadra 2
A:1:1:D Euforiche:La threesome
A:1:2:Le TreMende:(riposo)
A:2:1:D Euforiche:Le TreMende
A:2:2:La threesome:(riposo)
A:3:1:D Euforiche:(riposo)
A:3:2:La threesome:Le TreMende
B:1:1:Green House:I Bananari
B:1:2:Gli scrittori del quartierino:(riposo)
B:2:1:Green House:Gli scrittori del quartierino
B:2:2:I Bananari:(riposo)
B:3:1:Green House:(riposo)
B:3:2:I Bananari:Gli scrittori del quartierino
C:1:1:Living Stones:Retroguardia Trash
C:1:2:Armata Brancaleone:the 3 BrOthers
C:2:1:Living Stones:Armata Brancaleone
C:2:2:Retroguardia Trash:the 3 BrOthers
C:3:1:Living Stones:the 3 BrOthers
C:3:2:Retroguardia Trash:Armata Brancaleone
