girone:giornata:partita:squadra 1:squadra 2
A:1:1:Living Stones:Retroguardia Trash
A:1:2:Le TreMende:(riposo)
A:2:1:Living Stones:Le TreMende
A:2:2:Retroguardia Trash:(riposo)
A:3:1:Living Stones:(riposo)
A:3:2:Retroguardia Trash:Le TreMende
B:1:1:D Euforiche:La threesome
B:1:2:Gli scrittori del quartierino:Armata Brancaleone
B:2:1:D Euforiche:Gli scrittori del quartierino
B:2:2:La threesome:Armata Brancaleone
B:3:1:D Euforiche:Armata Brancaleone
B:3:2:La threesome:Gli scrittori del quartierino
C:1:1:Green House:I Bananari
C:1:2:the 3 BrOthers:(riposo)
C:2:1:Green House:the 3 BrOthers
C:2:2:I Bananari:(riposo)
C:3:1:Green House:(riposo)
C:3:2:I Bananari:the 3 BrOthers
