girone:giornata:partita:squadra 1:squadra 2
A:1:1:Green House:I Bananari
A:1:2:Gli scrittori del quartierino:(riposo)
A:2:1:Green House:Gli scrittori del quartierino
A:2:2:I Bananari:(riposo)
A:3:1:Green House:(riposo)
A:3:2:I Bananari:Gli scrittori del quartierino
B:1:1:Living Stones:La threesome
B:1:2:Le TreMende:(riposo)
B:2:1:Living Stones:Le TreMende
B:2:2:La threesome:(riposo)
B:3:1:Living Stones:(riposo)
B:3:2:La threesome:Le TreMende
C:1:1:D Euforiche:Retroguardia Trash
C:1:2:the 3 BrOthers:Armata Brancaleone
C:2:1:D Euforiche:the 3 BrOthers
C:2:2:Retroguardia Trash:Armata Brancaleone
C:3:1:D Euforiche:Armata Brancaleone
C:3:2:Retroguardia Trash:the 3 BrOthers
